epoch [s], CPU usage [%], Clock [MHz], Tdie [C], Tgpu_edge [C], Tgpu_junc [C], Tsys [C], Power [W]
1598459414.097868882,99.900,3926.99140625,82.375,43,44,52,287.282
1598459415.407638798,99.900,3929.348453125,82.375,43,44,51,273.193
1598459416.708180153,100.000,3933.8777499999997,82.25,43,44,51,271.699
1598459417.963407945,99.800,3927.8991250000004,82.25,44,44,52,281.282
1598459419.182240359,99.900,3932.786906250001,82.25,43,44,52,274.751
1598459420.402109966,99.900,3938.014687499999,82.5,44,44,52,287.576
1598459421.709222726,99.900,3943.9263593749993,82.5,44,44,52,282.982
1598459422.996192417,100.000,3939.3916093750004,82.625,43,44,53,280.430
1598459424.254457709,99.900,3936.6243906249993,82.375,44,44,53,271.037
1598459425.465809725,99.900,3936.1339531249982,82.25,44,44,53,280.365
1598459426.636424843,99.900,3922.87834375,82.75,44,44,53,293.481
1598459427.975322620,100.000,3937.481171875,82.75,43,44,53,276.259
1598459429.265064241,99.900,3954.9335156250004,82.75,44,44,53,278.075
1598459430.567823894,99.800,3931.584500000001,82.75,44,44,53,288.862
1598459431.858413534,99.900,3929.4531250000005,82.75,44,44,53,278.343
1598459433.200523736,99.900,3923.5123750000007,82.75,43,44,53,277.683
1598459434.469950005,99.900,3925.818671875,82.75,44,44,53,274.159
1598459435.692074144,99.900,3947.617625,82.625,44,44,53,280.192
1598459436.968913446,99.900,3919.721218749999,82.75,44,44,53,292.311
1598459438.263145370,99.900,3932.5316875000003,82.75,44,44,53,264.574
1598459439.479577617,99.900,3927.8117031249994,82.75,44,44,53,283.123
1598459440.733242865,99.900,3943.8922812499986,82.5,44,44,53,290.112
1598459442.010327311,99.900,3921.250624999999,82.5,44,44,53,277.998
1598459443.301870904,100.000,3920.570265625001,82.5,44,44,53,271.426
1598459444.578015523,99.800,3924.6348593749995,82.25,44,44,53,278.201
1598459445.830911202,99.800,3947.8049375,82.5,44,44,54,278.671
1598459447.103515125,99.900,3941.33809375,82.5,44,44,54,277.886
1598459448.322666874,100.000,3937.5670781249996,82,44,44,53,282.954
1598459449.581451597,99.900,3926.2102031250015,82.375,44,44,53,277.578
1598459450.846911948,99.900,3926.8611406249993,82.5,44,44,54,284.758
1598459452.129371699,99.900,3948.8098437499984,82.75,44,44,54,277.922
1598459453.382485633,99.800,3945.1165625,82.75,44,44,54,275.949
1598459454.616825595,99.900,3927.2901093749997,82.75,44,44,54,289.439
1598459455.852628618,99.900,3939.4384999999997,82.5,44,44,54,278.684
1598459457.105951947,99.900,3940.6569843750003,82.5,44,44,54,275.446
1598459458.339087388,100.000,3942.403593749998,82.5,44,44,54,292.665
1598459459.621497358,99.900,3941.228796875,82.5,44,44,54,263.336
1598459460.847600180,99.900,3944.7706093750007,82.75,44,44,54,290.441
1598459462.121662646,100.000,3929.720359374999,82.25,44,44,54,276.917
1598459463.427890910,99.900,3927.7886249999992,82,43,44,54,280.588
1598459464.701733071,100.000,3936.5872656249994,82.125,44,44,54,277.379
1598459465.940708681,99.900,3944.3031093750014,82.5,44,44,54,282.027
1598459467.225780513,99.900,3954.757640625,82.5,44,44,54,285.219
1598459468.533545831,99.900,3941.726671875,82.5,44,44,54,272.769
1598459469.777354087,99.900,3947.187078125,82.75,44,44,54,278.003
1598459471.001236206,99.900,3934.4173749999995,82.75,44,44,54,281.843
1598459472.224091231,100.000,3933.981781249999,82.5,44,44,54,293.082
1598459473.531484048,99.900,3955.8304999999996,82.75,44,44,54,290.820
1598459474.883424669,100.000,3926.8445,82.75,44,44,54,255.367
1598459476.104778498,99.900,3934.7449218750003,82.5,44,44,54,295.264
1598459477.405820541,99.900,3951.641265625,82.125,44,44,54,267.294
1598459478.650980013,99.900,3940.6240625,82.375,44,44,54,281.304
1598459479.889806956,99.800,3934.662562500001,82.25,44,44,54,277.541
1598459481.101331754,99.900,3938.793078125,81.875,44,44,54,289.353
1598459482.441273890,99.900,3931.6972187499996,81.75,44,44,54,273.730
1598459483.741425638,99.900,3909.811875,81.875,44,44,54,282.763
1598459484.967609246,99.900,3940.367953125001,82.375,44,44,54,272.640
1598459486.237539874,99.900,3938.18775,82.5,44,44,55,284.412
1598459487.462067309,99.900,3927.8360468749997,82.375,44,44,55,290.846
1598459488.799986274,99.900,3932.8301874999993,82.375,44,44,55,274.575
1598459490.134101821,99.900,3928.913250000001,81.875,44,44,55,271.786
1598459491.310995690,99.900,3921.0097656250005,82,44,44,54,295.007
1598459492.651195852,100.000,3936.3102343750006,82.25,44,44,54,273.680
1598459493.953992531,99.900,3945.0238281250017,82.25,44,44,55,272.945
1598459495.171181596,99.900,3946.2696875000006,82.625,44,44,55,285.460
1598459496.453432223,99.900,3938.7657343750006,83.25,44,44,55,277.746
1598459497.789992246,99.900,3919.005796875,82.75,44,44,55,298.945
1598459499.181750726,100.000,3942.6204218750004,82.75,44,44,55,257.505
1598459500.443387378,99.900,3937.949671875001,83.125,44,44,55,292.734
1598459501.710611050,99.900,3939.476234375,83.25,44,44,55,267.343
1598459502.940533776,99.900,3948.1763906250003,83.125,44,44,55,307.333
1598459504.312547059,99.900,3952.9068437500005,83.125,44,44,55,255.905
1598459505.519689700,99.900,3943.2188437500004,83.25,44,44,55,282.951
1598459506.769548429,100.000,3948.3684375,83.25,44,44,55,281.392
1598459508.003629374,99.900,3949.5139062499998,83.125,44,44,55,288.357
1598459509.272474921,99.900,3943.87171875,83,44,44,55,270.098
1598459510.512998773,99.900,3930.226390624999,82.75,44,44,55,286.418
1598459511.784530113,99.900,3929.96828125,82.625,44,44,55,275.032
1598459513.052402638,99.900,3941.906921874999,82.875,44,44,55,283.332
1598459514.304513709,99.800,3938.096453124999,83.25,44,44,55,282.650
1598459515.634154892,99.900,3950.3352343749993,82.625,44,44,55,274.600
1598459516.923638499,99.800,3942.843031250001,82.75,44,44,55,297.016
1598459518.273036328,100.000,3941.2004531250004,82.75,44,44,55,273.910
1598459519.591026654,99.900,3958.2707656250013,83.25,44,44,55,269.369
1598459520.805242148,99.900,3947.5697656250013,83.75,44,44,55,278.101
1598459522.093548797,99.900,3938.1466874999987,83.25,44,44,55,285.581
1598459523.319906690,99.900,3958.768531249999,83.25,44,44,56,289.043
1598459524.695258842,99.800,3926.12221875,83,44,44,56,265.478
1598459525.887808067,99.900,3924.5861093750013,83,44,44,55,298.142
1598459527.191607899,99.900,3946.190015624998,83.25,44,45,55,270.588
1598459528.480402432,99.900,3947.63515625,83.375,44,44,56,275.275
1598459529.751804547,99.900,3936.612421875,83.375,45,45,56,280.123
1598459530.957782581,99.800,3942.4081406249993,83.25,44,44,56,299.959
1598459532.208288285,100.000,3934.6437031250016,83.25,44,45,56,255.471
1598459533.395350410,99.900,3926.6528125000004,83.25,44,44,55,283.054
1598459534.553677472,99.900,3923.1583437500003,83,44,44,55,290.060
1598459535.845249185,99.700,3935.340796874999,83,44,45,56,273.151
1598459537.049275894,99.800,3945.5856562499994,83.25,44,44,56,285.559
1598459538.301350095,99.900,3928.758984375,83.25,44,45,56,271.481
1598459539.522331293,99.900,3922.395250000001,83.25,44,44,56,282.521
1598459540.752344435,99.800,3935.5093124999994,83.25,44,44,56,289.775
1598459542.054578514,99.700,3934.70203125,83.25,44,44,56,275.852
1598459543.390805851,99.900,3934.101140625,83.25,44,44,55,276.796
1598459544.644922867,99.900,3933.1208281250006,83.125,44,44,55,275.963
1598459545.869569882,99.900,3946.9822031249983,83.25,44,44,56,299.717
1598459547.240610042,99.900,3954.539171874999,83.625,44,44,56,261.399
1598459548.463112040,99.900,3944.5897031249997,83.875,44,45,56,288.821
1598459549.711142806,99.900,3939.2799218750015,83.75,44,45,56,286.712
1598459550.973843372,100.000,3940.781703124999,83.75,44,44,56,276.064
1598459552.309756632,99.800,3951.970281249999,83.75,44,45,56,273.520
1598459553.519959749,99.700,3947.213921875,83.75,45,45,56,279.026
1598459554.775466959,99.800,3925.4089531249997,83.375,44,44,56,275.857
1598459555.973093290,99.800,3938.8991874999997,83,44,45,56,300.884
1598459557.294998457,99.900,3956.273421874999,83.125,44,44,56,262.432
1598459558.561851236,99.900,3947.9216874999993,83.375,44,44,56,285.985
1598459559.784534388,99.800,3940.33971875,83.5,44,44,56,274.344
1598459560.947878297,99.900,3962.6488750000003,84,44,44,56,284.964
1598459562.196344974,100.000,3956.126812500001,84.25,44,44,56,279.671
1598459563.498469778,99.900,3943.534468750001,84.125,44,44,56,294.132
1598459564.817342744,100.000,3935.6033437499996,83.5,44,44,56,273.670
1598459566.088018543,99.900,3931.685484374999,83.125,44,44,56,285.570
1598459567.394771808,99.900,3926.429734375001,82.75,44,45,56,275.126
1598459568.681436707,99.900,3932.5869375,82.75,44,44,56,266.352
1598459569.880773907,99.900,3934.95940625,82.75,44,44,56,295.780
1598459571.127881953,99.900,3941.989343749999,82.75,44,44,56,266.045
1598459572.377678540,99.800,3944.02009375,82.75,44,44,56,280.030
1598459573.650218765,99.900,3939.954562499999,82.75,44,44,57,284.944
1598459574.922535141,99.900,3934.5089375000002,82.75,44,44,57,279.932
1598459576.192687271,100.000,3947.254734375001,82.625,44,45,56,277.299
1598459577.473560106,99.900,3934.995843750001,82.625,45,45,56,275.437
1598459578.715885749,99.800,3938.181015625,82.5,44,44,57,296.146
1598459580.026850693,99.900,3947.6323281250006,82.5,45,45,57,270.815
1598459581.314105106,99.900,3917.50625,82.625,45,45,56,287.102
1598459582.590931436,100.000,3949.3821562499993,82.75,44,45,56,284.427
1598459583.932270731,99.900,3945.2148593750007,83,45,45,56,270.535
1598459585.176253825,99.900,3933.54521875,82.75,44,45,56,279.982
1598459586.495963539,100.000,3939.1171562499994,83,44,44,57,284.282
1598459587.762969355,99.700,3939.46875,83,44,44,57,269.844
1598459588.981453347,99.900,3934.5769843750004,83,44,44,56,281.486
1598459590.305455821,100.000,3933.7140312499996,82.625,44,44,56,286.965
1598459591.615498710,99.900,3932.0321562499994,82.75,44,44,57,280.204
1598459592.903869259,99.900,3951.886734375001,83,44,45,57,281.428
1598459594.157827213,99.900,3945.11571875,83,44,45,57,292.723
1598459595.493141358,99.900,3947.121593750001,82.5,45,45,57,255.614
1598459596.763748488,99.900,3940.931296874999,82.125,45,45,56,287.128
1598459598.022188376,99.900,3931.25590625,82.125,44,45,56,291.022
1598459599.321073388,99.900,3947.3595468750004,82.75,44,45,57,269.429
1598459600.532071755,99.800,3935.0596093750005,82.75,44,44,57,273.786
1598459601.750292594,99.900,3929.4121718750002,82.75,44,45,57,284.522
1598459603.026577962,100.000,3935.4187656250006,82.5,44,44,57,277.963
1598459604.360220922,99.800,3928.7436562500006,82.5,44,45,57,280.288
1598459605.527103758,99.900,3936.3082031249987,82.75,44,45,57,277.134
1598459606.818749203,100.000,3917.36325,82.75,45,45,57,283.963
1598459608.088432022,99.900,3930.671468750001,82.625,45,45,57,277.844
1598459609.361006074,100.000,3921.0928125,82.625,44,44,57,282.079
1598459610.584339061,100.000,3931.2010937500017,82.75,44,45,57,283.801
1598459611.808412042,100.000,3937.069796874999,82.75,44,45,57,283.858
1598459613.140640308,99.900,3939.3577812499993,82.625,44,45,57,282.890
1598459614.402951862,99.900,3924.8850468749997,82.5,44,45,57,278.370
1598459615.719870954,99.900,3920.975796874999,82,44,45,57,267.035
1598459616.926895099,99.800,3909.305156249999,82,45,45,57,279.772
1598459618.156554022,99.900,3901.863375,81.5,45,45,57,285.543
1598459619.415868561,99.900,3918.8859062499996,81.5,45,45,57,296.377
1598459620.746481146,99.900,3921.2235625,81.5,45,45,57,259.025
1598459621.910319546,99.900,3910.1822968749993,81.5,44,45,57,297.345
1598459623.215534803,99.900,3928.9815000000003,81.75,44,45,57,265.789
1598459624.409343217,99.900,3926.798343749999,82,44,45,57,288.950
1598459625.640024831,99.900,3936.987109374999,82.5,45,45,57,270.280
1598459626.839955385,99.900,3909.362609375001,82.5,44,45,57,287.477
1598459628.061657660,99.900,3934.02040625,82.125,44,44,57,299.766
1598459629.420820008,100.000,3910.2033749999996,81.75,45,45,57,264.110
1598459630.680610548,99.900,3930.6618593749995,81.75,45,45,57,270.683
1598459631.862152374,99.800,3933.623984374999,81.75,45,45,57,283.653
1598459633.076417911,99.900,3936.5946249999997,82,45,45,57,282.453
1598459634.319619915,99.900,3934.4488749999987,82.5,45,45,57,284.017
1598459635.510903759,100.000,3945.764968749999,82.5,44,45,57,293.088
1598459636.829493759,99.800,3924.0013749999994,82.5,45,45,57,276.257
1598459638.081074248,99.900,3928.562234374999,82.5,45,45,57,274.947
1598459639.398736902,99.900,3947.6708125000005,82.5,44,45,57,280.473
1598459640.641746362,100.000,3928.0951718750007,82.5,44,45,57,272.579
1598459641.864419444,99.900,3919.5474687500005,82,45,45,57,279.838
1598459643.140889122,100.000,3928.068765625,81.875,45,45,57,278.130
1598459644.404804962,99.900,3923.7917187499993,82,45,45,57,286.866
1598459645.705724062,99.900,3933.2884687500004,82,44,45,57,272.255
1598459647.015537469,99.900,3941.7296093750006,82,45,45,57,286.446
1598459648.306042827,100.000,3932.7570781249997,82.125,45,45,57,279.679
1598459649.645161620,99.900,3927.9588593750013,82.25,45,45,57,271.197
1598459650.915048391,99.800,3935.528671875001,82.25,45,45,57,281.103
1598459652.123293096,99.900,3925.5221874999997,82.25,45,45,57,283.169
