Logged in ftmon_202008300701.csv
epoch [s], CPU usage [%], Clock [MHz], Tdie [C], Tgpu_edge [C], Tgpu_junc [C], Tsys [C], Power [W]
1598738626.176049197,99.900,3937.0016093749987,77.875,38,38,42,258.323
1598738627.470076843,99.900,3942.9523593750005,78.375,39,39,42,298.378
1598738628.721503478,99.900,3937.4227187500014,78.125,39,39,42,265.124
1598738629.989111517,100.000,3931.152281249999,77.875,38,38,42,282.938
1598738631.332749911,99.900,3936.2550625,77.625,38,39,42,276.732
1598738632.578475789,99.800,3936.111515625001,77.75,38,39,42,278.045
1598738633.800247012,99.900,3945.946921875001,77.125,39,39,42,277.059
1598738634.999949339,99.900,3942.822953125001,77.125,38,38,42,280.065
1598738636.217229821,99.900,3940.600640625001,77.25,38,39,42,284.283
1598738637.548871118,99.900,3941.3869687499987,77.25,38,38,42,274.832
1598738638.689952341,99.900,3947.7106874999995,77.25,38,38,42,286.332
1598738639.952888259,99.900,3944.0237499999985,77.25,38,38,42,279.125
1598738641.256090039,100.000,3954.898374999999,77.25,38,39,43,277.811
1598738642.526187357,99.900,3943.1819218749993,77.375,39,39,43,285.032
1598738643.804711179,99.900,3935.948109374999,77.875,38,39,43,287.767
1598738645.123445054,100.000,3949.146609375,77.75,38,38,43,279.401
1598738646.418664977,99.900,3955.8461249999996,77.75,38,39,43,266.332
1598738647.712575481,99.900,3953.077171875,77.625,38,38,43,281.088
1598738648.986477493,99.800,3944.823203124999,77.25,38,38,43,281.115
1598738650.195514949,99.900,3961.167984375,77,38,38,43,283.919
1598738651.454687111,99.900,3962.1924062499997,76.625,38,38,43,297.956
1598738652.784769432,99.900,3951.797874999999,77.25,38,38,43,257.032
1598738654.039138538,99.900,3942.0860781249994,77.5,38,38,43,279.250
1598738655.310833804,100.000,3942.3162812500004,77.625,38,38,43,287.759
1598738656.563504319,99.900,3930.9465,77.5,38,38,42,278.049
1598738657.872851727,99.900,3938.911968750001,77.25,39,39,42,272.227
1598738659.142998517,99.900,3927.97090625,77,38,38,43,285.028
1598738660.320861555,99.900,3928.3777031250006,77,38,38,43,275.020
1598738661.542154195,99.900,3952.0141562500003,77.125,38,38,43,284.985
1598738662.781431163,99.900,3948.566640625,77.625,38,38,43,274.955
1598738664.028679403,99.800,3946.177687499999,78.25,38,38,43,279.715
1598738665.284037297,99.900,3948.011890625,78.25,38,38,43,285.694
1598738666.525541883,100.000,3947.541296874998,77.875,38,38,43,283.733
1598738667.826808356,99.900,3964.788140624999,78.125,38,38,43,288.106
1598738669.137966160,99.800,3969.0957656250007,78.25,38,38,43,277.600
1598738670.492264440,99.900,3946.831046875,77.5,38,38,43,285.520
1598738671.769866043,99.900,3960.0031562499994,77.25,39,39,43,259.476
1598738673.053440957,99.900,3950.3397499999983,77.375,38,38,43,284.893
1598738674.352770900,99.800,3947.61503125,77.25,38,38,43,277.971
1598738675.687330015,99.900,3945.7051718750004,77,38,38,43,278.194
1598738677.003190256,100.000,3941.69875,77.5,39,39,43,277.262
1598738678.296087238,99.800,3955.441859375,77.75,38,38,43,300.354
1598738679.628219866,100.000,3940.668984375,77.625,38,38,43,260.853
1598738680.903242372,99.900,3956.1774374999995,77.125,38,38,43,283.278
1598738682.140170205,99.900,3950.062437500001,77,38,39,44,287.479
1598738683.412509087,99.900,3952.9883749999995,77.125,38,38,44,276.397
1598738684.711039070,99.800,3953.336562499999,77.75,38,38,43,282.249
1598738685.978786940,99.900,3934.1695468750004,77.75,38,38,43,282.260
1598738687.289529597,99.900,3944.203031250001,77.625,38,38,43,268.937
1598738688.588651253,99.900,3923.7778281249994,77.625,38,38,43,282.779
1598738689.862568923,99.900,3933.2133593750004,76.75,38,38,44,277.157
1598738691.091799075,100.000,3941.821843749999,76.375,38,38,44,277.424
1598738692.305271578,99.900,3930.3955937500004,76.5,38,38,44,282.200
1598738693.535971295,99.900,3932.8515312500017,77,38,38,44,280.952
1598738694.789254799,100.000,3924.7587187499994,77.25,38,38,43,284.632
1598738696.069928281,99.900,3946.2665624999995,77.625,37,38,43,270.449
1598738697.359873142,99.900,3923.888890625001,77.375,38,38,43,289.972
1598738698.652365694,100.000,3931.5811406249995,77.125,38,38,43,276.873
1598738699.920210844,100.000,3953.5448281249996,76.75,38,38,44,284.638
1598738701.179550439,99.900,3932.114812499999,76.75,38,38,44,273.484
1598738702.431697797,99.900,3942.0275625000004,76.75,38,38,44,275.701
1598738703.669205223,99.900,3947.1516718750004,76.625,38,38,44,293.005
1598738704.975044521,100.000,3949.049578125,76.5,38,38,43,277.023
1598738706.260618995,99.900,3948.4720781250007,76.5,38,38,43,291.182
1598738707.525227270,99.900,3925.4529687500008,76.5,38,38,43,263.939
1598738708.808791218,99.900,3948.5334062499987,76.375,38,38,43,274.181
1598738710.045717496,100.000,3947.5946250000006,76.125,38,38,44,282.045
1598738711.331207495,99.900,3937.559093749999,76.125,38,38,44,279.233
1598738712.591265297,100.000,3938.7773749999983,77,38,38,44,284.867
1598738713.839608192,99.900,3920.087796874999,77,38,38,44,271.852
1598738715.061766260,99.900,3925.123625,76.625,38,38,44,281.327
1598738716.278965709,99.900,3923.7263281250002,76.75,38,38,44,305.249
1598738717.646962441,99.900,3941.7321875000007,77.375,38,38,44,258.289
1598738718.900082219,99.900,3937.2627968750003,77.5,38,38,44,291.585
1598738720.183407416,100.000,3944.0573906249992,77.75,37,38,44,268.148
1598738721.374934585,99.900,3949.4785468749997,78,38,38,44,282.925
1598738722.653456610,99.900,3955.370796875001,78,38,38,44,279.863
1598738723.873407988,99.900,3930.211296875,77.875,38,38,44,276.111
1598738725.145733088,99.900,3927.9021406249985,77,38,38,43,283.010
1598738726.378016564,100.000,3938.3131562499993,76.375,38,38,43,281.271
1598738727.664209926,99.800,3930.602796875001,75.75,38,38,44,280.827
1598738728.875681589,99.900,3946.347203125001,75.75,38,38,44,279.863
1598738730.171235204,99.900,3940.0048281249997,75.75,37,38,44,277.941
1598738731.482796861,99.900,3946.0876562500002,76,38,38,44,275.175
1598738732.776104265,99.900,3948.256984374999,76.25,38,38,44,279.693
1598738734.026192781,99.900,3962.0081249999994,76.25,38,38,44,284.239
1598738735.211406437,99.900,3961.483468750001,76.25,37,38,44,285.839
1598738736.537066229,99.900,3955.3168906250007,77,38,38,44,275.642
1598738737.805232204,99.900,3943.8558125,77,37,38,44,300.281
1598738739.176718516,100.000,3935.600953125,76.875,37,38,44,257.429
1598738740.439585887,99.900,3936.3272812500004,76.5,37,38,44,287.755
1598738741.689865479,100.000,3933.615875,76.5,38,38,44,270.550
1598738742.921648250,100.000,3942.962921875,76.5,38,38,44,298.227
1598738744.206673163,99.900,3935.0056874999996,76.75,38,38,44,261.032
1598738745.438322633,100.000,3933.5942500000024,76.375,38,38,44,293.037
1598738746.727803588,99.900,3924.1718906249994,76.25,38,38,44,279.890
1598738748.057865675,100.000,3932.05865625,76.25,38,38,44,281.022
1598738749.340510526,99.900,3941.1467968749994,76,38,38,44,269.355
1598738750.550575352,99.900,3956.931500000002,76.25,38,38,43,289.245
1598738751.834972072,99.900,3931.723859375,76.375,37,38,43,270.751
1598738753.068060915,99.800,3932.3649374999995,76.375,38,38,44,282.466
1598738754.232596333,99.900,3948.809125,76.25,37,38,44,277.453
1598738755.508802430,99.900,3936.459125,76.25,37,37,44,279.520
1598738756.790948084,100.000,3977.371140624999,76.75,38,38,44,284.314
1598738758.058418408,99.800,3946.2661562499998,77.375,38,38,44,277.240
1598738759.265652614,99.900,3955.177921875,77.25,38,38,44,291.064
1598738760.540410394,99.900,3949.5826249999996,77.75,38,38,44,273.464
1598738761.848916866,99.800,3914.419656249999,77.75,37,38,44,270.902
1598738763.081085241,100.000,3946.9860781250004,77.625,38,38,44,287.902
1598738764.306485918,100.000,3942.3964531250003,77.5,38,38,44,282.869
1598738765.587246871,100.000,3934.6288124999996,76.75,37,37,44,277.426
1598738766.908708091,99.900,3938.3398906250004,76.75,37,38,44,287.954
1598738768.200344785,100.000,3940.040375,76.625,37,37,44,269.438
1598738769.458180563,99.900,3945.043062500001,76.625,37,38,44,281.819
1598738770.740682924,99.900,3936.2590000000005,77.25,38,38,44,277.693
1598738771.936799576,99.900,3931.93790625,77.75,38,38,44,277.851
1598738773.201316906,100.000,3935.9023749999997,77.875,37,37,44,284.294
1598738774.445837590,99.900,3948.5433437499996,77.875,37,37,44,286.650
1598738775.747163045,99.900,3945.0118593749985,78.375,37,38,45,279.906
1598738777.070511896,99.900,3933.904765624999,78.625,37,37,45,276.542
1598738778.391796989,100.000,3935.5658906250005,78.625,37,37,44,271.432
1598738779.635015678,99.900,3938.4738749999988,78.5,38,38,44,285.816
1598738780.972971819,99.900,3947.339078124999,78.375,37,37,45,280.418
1598738782.196230405,99.900,3946.069625,78.25,38,38,45,278.797
1598738783.496880437,99.900,3950.788796875001,77.75,37,37,44,286.953
1598738784.855294580,99.900,3940.801984375,77.375,38,38,44,277.828
1598738786.097060743,99.800,3937.958546875,77.125,37,37,44,272.618
1598738787.397666237,99.900,3940.3792968749995,77,38,38,44,282.233
1598738788.686042777,100.000,3952.311125,77,37,38,44,282.294
1598738790.007405180,99.900,3936.588000000001,76.875,38,38,44,280.986
1598738791.293233139,99.900,3933.083593750002,76.875,37,37,45,285.881
1598738792.614857882,99.900,3939.25628125,76.875,37,37,45,262.094
1598738793.787628460,100.000,3946.3104999999996,77.25,38,38,44,288.625
1598738795.025328938,99.900,3931.630953125001,76.875,37,37,44,277.812
1598738796.345719131,99.900,3939.9729531250005,76.75,37,38,45,276.727
1598738797.646003120,99.900,3937.4893906249995,76.125,37,37,45,287.040
1598738798.930865837,100.000,3950.275562500001,76.5,37,38,45,280.447
1598738800.181875571,99.900,3939.937796875,77,37,37,45,275.734
1598738801.395480359,99.900,3945.868093749999,76.75,37,37,44,290.700
1598738802.740166328,100.000,3946.3702656249993,76.5,37,37,44,264.855
1598738803.991209885,99.900,3937.739640624999,76.5,38,38,44,282.221
1598738805.238045456,99.900,3936.3872031250003,76.25,37,37,44,277.789
1598738806.515675069,99.900,3950.40946875,76.25,37,37,45,279.410
1598738807.816159813,99.900,3950.9431093750004,76.875,37,37,45,280.103
1598738809.101147217,99.900,3938.1727031249993,77.375,37,37,45,281.722
1598738810.418555648,99.900,3932.4827812500007,77.25,38,38,45,280.131
1598738811.710979640,99.900,3926.14828125,78,38,38,45,280.770
1598738812.922981346,99.900,3917.90125,78.375,37,37,45,280.474
1598738814.137440344,99.900,3947.804671875001,78.625,37,38,45,293.002
1598738815.479056410,99.900,3931.568515625,78.5,37,37,45,263.998
1598738816.726950643,100.000,3948.5351249999994,78.5,37,37,45,291.463
1598738818.040536378,99.900,3916.9096406250014,78.5,37,37,45,265.812
1598738819.273222307,99.800,3937.186390625001,78.75,37,37,45,285.287
1598738820.488672989,99.900,3937.395171875,78.5,37,38,45,284.716
1598738821.771166510,99.900,3916.5419375,78.5,37,37,45,271.154
1598738822.987482081,99.900,3938.1458437500005,78.375,38,38,45,282.673
1598738824.233205857,99.900,3946.7024843749987,78,37,37,45,284.981
1598738825.519482109,99.900,3971.0963281250006,78,37,37,45,278.639
1598738826.758267977,99.900,3941.9229687499997,77.375,37,37,45,280.272
1598738828.042219737,100.000,3941.634265625,77.375,37,37,45,273.039
1598738829.254011173,99.900,3941.694921875,77,37,37,45,280.259
1598738830.499490895,99.900,3940.973015625001,77.25,38,38,45,280.562
1598738831.735577292,99.900,3938.524640625,78.5,37,38,45,288.357
1598738832.931559693,99.900,3941.0821874999992,78.5,37,37,45,273.438
1598738834.200873166,99.900,3945.585796875,78.75,38,38,45,280.806
1598738835.457443638,99.900,3935.784281250001,78.5,38,38,45,276.524
1598738836.729807959,99.900,3935.485374999999,78,38,38,45,283.436
1598738837.977684892,99.900,3937.1390156249995,78.125,37,38,45,284.060
1598738839.249376916,100.000,3933.5703281250003,78,37,37,45,277.636
1598738840.461729026,100.000,3923.8134062500003,78.125,37,37,45,272.046
1598738841.718131689,99.900,3937.8463906250013,77.875,37,37,45,283.699
1598738842.995009393,99.800,3927.259984375,77.375,37,37,45,286.124
1598738844.281921264,99.900,3933.4090624999994,77.5,37,38,45,280.698
1598738845.573465981,99.900,3921.805968749998,77.25,38,38,45,277.487
1598738846.748831611,99.900,3933.5988906249995,77.25,37,37,45,295.144
1598738848.100702834,100.000,3925.7581562500004,77.25,37,37,45,272.777
1598738849.420102522,100.000,3920.9798906250007,77.25,37,37,45,274.181
1598738850.750524909,99.900,3922.143390624999,77,38,38,45,277.167
1598738852.062019646,99.900,3932.117109375,77,37,38,45,287.995
1598738853.369802960,100.000,3928.6584062500006,77.375,37,37,45,275.970
1598738854.642987055,99.900,3927.383781249999,77.375,37,37,45,282.600
1598738855.884230642,99.900,3926.7010937500004,77.625,37,37,45,278.803
1598738857.156466935,100.000,3925.7006093750006,78,37,38,45,268.935
1598738858.392715443,99.800,3928.8202343749995,77.875,37,37,45,278.350
1598738859.581757728,99.900,3947.991359375,77.75,37,38,45,291.734
1598738860.866197036,99.900,3931.4005312500003,77.875,37,37,45,273.588
1598738862.074006021,99.900,3940.248312499999,78.75,37,37,45,288.156
1598738863.349014369,100.000,3944.6918124999997,78.75,38,38,45,268.105
1598738864.622033447,99.900,3941.01753125,78.625,38,38,45,285.280
1598738865.878931703,100.000,3940.347046875,78.25,37,37,45,289.367
1598738867.175807940,99.900,3943.5855468749987,78.25,37,37,45,271.600
1598738868.441658803,100.000,3934.141859375,77.75,38,38,45,284.021
1598738869.724280191,99.900,3941.2524843750007,77.75,37,37,45,270.237
1598738871.016165697,99.900,3931.0104687499997,77.25,37,37,45,291.505
1598738872.321177787,99.900,3926.6127812500004,76.875,37,37,46,268.845
1598738873.628332833,100.000,3917.9832968750006,77,37,37,46,279.736
1598738874.838678638,100.000,3934.4599531249996,77,37,37,45,280.143
1598738876.113724786,99.900,3924.4857031250012,77,37,37,45,281.302
1598738877.407885512,100.000,3955.5656406250014,77.75,37,37,45,280.603
1598738878.658042135,99.900,3926.1648749999995,78,37,38,45,290.711
1598738879.920601057,99.900,3942.8774687499995,78,37,37,45,264.781
1598738881.180731777,99.900,3925.170609375,78,37,37,45,293.057
1598738882.536262360,100.000,3914.851484375,78,37,37,45,272.884
1598738883.821585411,99.900,3946.0230312500003,78.75,37,37,45,279.484
1598738885.025150912,99.900,3939.6161562499997,78.625,37,37,45,293.345
1598738886.364453682,100.000,3939.7640781249997,78.5,37,37,45,269.266
1598738887.594619605,100.000,3927.2940625,78.5,37,37,45,278.131
1598738888.843325543,99.900,3943.372968750001,78.375,37,37,45,278.285
1598738890.138736237,100.000,3951.412984374999,78.125,37,37,45,279.022
1598738891.409748141,100.000,3929.7082187499996,78.375,37,37,45,281.102
1598738892.638996078,99.900,3953.381046875001,78.125,37,37,45,282.203
1598738893.880638550,99.900,3955.9515468750005,77.625,37,37,45,290.224
1598738895.199846352,99.900,3940.2495000000013,77.625,37,37,45,270.817
1598738896.454381260,100.000,3947.4917343750026,77.75,37,37,45,279.641
1598738897.698973002,99.900,3932.386140624999,77.875,37,37,45,272.872
1598738898.965262021,99.900,3920.7282031250006,77.75,37,37,45,287.465
1598738900.241630350,100.000,3933.005046875,77.75,37,37,45,281.888
1598738901.513626806,99.900,3928.4198906250017,77.75,37,37,45,277.121
1598738902.712483400,99.900,3923.4340156250005,77.75,37,37,45,287.048
1598738904.010301395,99.900,3929.4415468750003,77.75,37,37,45,267.953
1598738905.273415828,99.900,3926.266265625002,78.125,37,38,45,281.287
1598738906.483555016,99.900,3931.2849999999994,78,38,38,45,286.910
1598738907.771496152,100.000,3908.754500000002,78,37,37,45,270.890
1598738909.011982532,99.900,3923.710515625,78,37,37,45,288.670
1598738910.276451782,100.000,3925.8108281249993,77.75,37,37,45,284.515
1598738911.558384706,99.900,3946.5790937500014,77.75,38,38,45,267.354
1598738912.771831516,99.900,3945.217640625001,78.25,37,38,46,283.348
1598738914.028490965,100.000,3931.1854374999994,78.25,37,37,46,279.184
1598738915.281354297,100.000,3924.2404531249995,78.25,37,37,46,286.506
1598738916.562880901,100.000,3929.2151718750006,78.25,37,37,46,285.327
1598738917.896706417,99.900,3930.9506406250007,78.25,37,37,45,267.660
1598738919.174086326,99.900,3929.2718281250004,78.25,37,37,45,279.012
1598738920.440161758,99.900,3940.62634375,78,37,37,45,282.195
1598738921.686712593,99.900,3942.8275781249995,78,37,37,45,278.962
1598738922.910003332,99.900,3905.465203125,78,37,37,46,275.370
1598738924.111178275,99.900,3921.3435937499994,77.625,37,37,46,281.341
1598738925.345139815,99.900,3918.1499843749984,77.625,37,37,45,282.269
1598738926.620149814,99.900,3913.369593749999,77.5,37,37,45,286.127
1598738927.907201031,99.900,3942.9641406249993,77.5,37,37,45,277.381
1598738929.146617249,99.900,3940.8378125000013,78.125,37,37,45,285.314
1598738930.419626402,100.000,3922.8039843750003,78.375,37,37,46,285.933
1598738931.759149504,100.000,3939.0173125,78.25,37,37,46,263.981
1598738932.990998014,99.900,3927.475953125,78.25,37,37,45,290.952
1598738934.242882602,99.900,3931.9682499999994,77.25,37,37,45,272.190
1598738935.483952981,99.900,3933.0812187500005,77.5,37,37,46,278.818
1598738936.750375517,99.900,3933.3309218749996,78.375,37,37,46,277.716
1598738938.037730165,99.900,3926.91978125,78.375,37,37,45,279.922
1598738939.257282322,99.900,3952.6452343749984,78.875,37,37,45,283.748
1598738940.563089533,99.900,3921.370328124999,78.875,37,37,46,281.551
1598738941.795611296,100.000,3910.0091874999994,78.5,37,37,46,272.581
1598738943.079098693,99.900,3925.3924843750005,78.5,37,37,45,285.576
1598738944.344539049,100.000,3915.40928125,78.375,37,37,45,277.681
1598738945.626410770,99.900,3933.7980937499997,78.5,37,37,45,297.497
1598738946.956588272,100.000,3932.8717500000007,78.5,37,37,45,266.692
1598738948.232041305,99.800,3923.3305156249985,78.5,37,37,46,273.744
1598738949.537134788,99.900,3928.90846875,78.5,37,37,46,281.657
1598738950.825029518,99.900,3930.82403125,78.375,36,37,45,278.749
1598738952.100226911,99.900,3938.0324843750004,78.375,37,37,45,286.950
1598738953.370128171,99.900,3937.4832968749993,78.375,37,37,45,273.644
1598738954.658002234,99.900,3913.8590312499996,78.25,37,37,45,283.933
1598738955.960481437,99.900,3931.3393125000007,77.75,37,37,46,275.791
1598738957.220243316,100.000,3925.6649531250005,77.875,37,37,46,283.598
1598738958.500239438,100.000,3946.397796875,77.875,37,37,45,280.221
1598738959.795720595,99.900,3948.5189062500003,78.625,37,37,45,276.647
1598738960.996572007,99.900,3923.6982031250004,78.75,37,37,45,283.981
1598738962.273543450,99.900,3956.4255156249997,78.625,37,37,45,273.636
1598738963.531397993,99.900,3936.6692968750012,78.625,37,37,45,280.468
1598738964.778314892,100.000,3916.651421874999,77.875,37,37,45,289.672
1598738966.096048992,99.900,3918.6878906249995,77.75,37,37,45,270.281
1598738967.338896784,99.800,3919.8806406249996,78.875,37,37,45,289.465
1598738968.622740536,99.900,3910.2912031249994,79.375,37,37,45,271.110
1598738969.919867715,100.000,3913.6978906250006,79.5,37,37,45,288.167
1598738971.195253173,99.900,3930.230031249999,79.875,37,37,45,273.086
1598738972.441363034,99.900,3910.695578125,79.875,37,37,45,277.731
1598738973.605518711,100.000,3906.326812499999,79.875,37,37,45,282.122
1598738974.838935522,100.000,3932.709203125,79.875,37,37,45,282.840
1598738976.135285755,99.900,3933.919953124999,79.25,37,37,45,282.937
1598738977.418138221,100.000,3918.4297968749997,79.25,37,37,45,279.378
1598738978.717860812,100.000,3933.1754843749986,80,37,37,45,277.670
1598738979.983259309,100.000,3942.9830625,80.375,37,37,45,275.264
1598738981.284602789,99.900,3933.7967968749995,80.125,37,37,46,285.076
1598738982.609764992,99.900,3926.5572187500006,79,37,37,46,278.285
1598738983.916445957,100.000,3935.0264374999997,78.5,37,37,46,287.552
1598738985.205074466,99.900,3938.319171875001,78.5,37,37,46,266.816
1598738986.376802547,99.800,3936.886421875,78.25,37,37,46,286.745
1598738987.688285727,99.900,3932.276296875,78.25,37,37,46,282.035
1598738988.976176970,100.000,3927.339921874999,78.25,37,37,46,282.832
1598738990.268822519,99.900,3936.185375000001,78,37,37,46,282.450
1598738991.595718531,100.000,3951.880796875,78,37,37,46,274.952
1598738992.881108853,99.900,3936.26928125,78.25,37,37,46,269.226
1598738994.098048669,99.900,3939.18990625,78.25,38,38,46,287.376
1598738995.369389642,100.000,3935.731156250001,78.25,37,37,46,277.944
1598738996.600231359,99.900,3937.6401875000006,78.25,37,37,46,277.279
1598738997.851938263,100.000,3949.357937500001,78.5,37,37,46,290.124
1598738999.146502503,99.800,3940.286890625,78.25,37,37,46,268.410
1598739000.369808650,99.900,3945.840296875,78.25,37,37,46,285.417
1598739001.612182630,100.000,3930.6470781249996,78.125,38,38,45,292.763
1598739002.945470587,99.900,3935.222984375,78.25,37,37,45,264.600
1598739004.239157752,99.900,3923.431140625,78.625,37,37,46,275.066
1598739005.451699432,99.900,3919.9083750000004,78.75,37,37,46,284.031
1598739006.615147598,99.900,3924.2550468750005,78.625,37,37,46,284.711
1598739007.928459953,99.900,3937.2738281249995,78.375,37,37,46,270.969
1598739009.171872224,99.900,3936.357921875001,78.5,37,37,45,299.710
1598739010.485240530,99.900,3940.797156249999,78,37,37,45,270.746
1598739011.742709193,99.900,3920.2120625000002,78,37,37,46,280.334
1598739013.004178163,100.000,3925.398234375,77.5,37,37,46,273.899
1598739014.271631059,100.000,3934.201453125,77.5,37,37,46,281.877
1598739015.535289550,99.900,3945.731421874999,77.5,37,37,46,277.410
